ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,species,direction
GO:0032993,protein-DNA complex,52/829,224/19137,0.232142857142857,5.3588876443219,13.9637436436707,7.68487311248639e-24,7.63876387381147e-22,6.71415229827758e-22,ENSMUSG00000021250/ENSMUSG00000020778/ENSMUSG00000058773/ENSMUSG00000069310/ENSMUSG00000099517/ENSMUSG00000000028/ENSMUSG00000000751/ENSMUSG00000005410/ENSMUSG00000006678/ENSMUSG00000025395/ENSMUSG00000026134/ENSMUSG00000026355/ENSMUSG00000027454/ENSMUSG00000027998/ENSMUSG00000029177/ENSMUSG00000029730/ENSMUSG00000030726/ENSMUSG00000031821/ENSMUSG00000037894/ENSMUSG00000038644/ENSMUSG00000041126/ENSMUSG00000041859/ENSMUSG00000042694/ENSMUSG00000049539/ENSMUSG00000049932/ENSMUSG00000051627/ENSMUSG00000052565/ENSMUSG00000060678/ENSMUSG00000061482/ENSMUSG00000061615/ENSMUSG00000061991/ENSMUSG00000062727/ENSMUSG00000063021/ENSMUSG00000064288/ENSMUSG00000068855/ENSMUSG00000069267/ENSMUSG00000069272/ENSMUSG00000069273/ENSMUSG00000069301/ENSMUSG00000069302/ENSMUSG00000069309/ENSMUSG00000071478/ENSMUSG00000071516/ENSMUSG00000074403/ENSMUSG00000075031/ENSMUSG00000091405/ENSMUSG00000094777/ENSMUSG00000100210/ENSMUSG00000101355/ENSMUSG00000101972/ENSMUSG00000105827/ENSMUSG00000114279,52,Mus musculus,down
GO:0000776,kinetochore,45/829,173/19137,0.260115606936416,6.00462288292183,14.0705745042991,5.81689925822904e-23,4.81833155223305e-21,4.23511086344746e-21,ENSMUSG00000028680/ENSMUSG00000039509/ENSMUSG00000062510/ENSMUSG00000006398/ENSMUSG00000026605/ENSMUSG00000026683/ENSMUSG00000041431/ENSMUSG00000045328/ENSMUSG00000027496/ENSMUSG00000002055/ENSMUSG00000005233/ENSMUSG00000006585/ENSMUSG00000017716/ENSMUSG00000020492/ENSMUSG00000020897/ENSMUSG00000021391/ENSMUSG00000021714/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024660/ENSMUSG00000026039/ENSMUSG00000026622/ENSMUSG00000026708/ENSMUSG00000027115/ENSMUSG00000027326/ENSMUSG00000027331/ENSMUSG00000027379/ENSMUSG00000027635/ENSMUSG00000028066/ENSMUSG00000028678/ENSMUSG00000029414/ENSMUSG00000029910/ENSMUSG00000030867/ENSMUSG00000031629/ENSMUSG00000032400/ENSMUSG00000035351/ENSMUSG00000036223/ENSMUSG00000038379/ENSMUSG00000040084/ENSMUSG00000045273/ENSMUSG00000051220/ENSMUSG00000068101/ENSMUSG00000073705/ENSMUSG00000074476/ENSMUSG00000075266,45,Mus musculus,down
GO:0000786,nucleosome,35/829,107/19137,0.327102803738318,7.55098474685185,14.459773077948,9.50608043667947e-22,6.74931711004242e-20,5.93236598679997e-20,ENSMUSG00000058773/ENSMUSG00000069310/ENSMUSG00000099517/ENSMUSG00000029177/ENSMUSG00000037894/ENSMUSG00000041126/ENSMUSG00000049539/ENSMUSG00000049932/ENSMUSG00000051627/ENSMUSG00000052565/ENSMUSG00000060678/ENSMUSG00000061482/ENSMUSG00000061615/ENSMUSG00000061991/ENSMUSG00000062727/ENSMUSG00000063021/ENSMUSG00000064288/ENSMUSG00000068855/ENSMUSG00000069267/ENSMUSG00000069272/ENSMUSG00000069273/ENSMUSG00000069301/ENSMUSG00000069302/ENSMUSG00000069309/ENSMUSG00000071478/ENSMUSG00000071516/ENSMUSG00000074403/ENSMUSG00000075031/ENSMUSG00000091405/ENSMUSG00000094777/ENSMUSG00000100210/ENSMUSG00000101355/ENSMUSG00000101972/ENSMUSG00000105827/ENSMUSG00000114279,35,Mus musculus,down
GO:0005819,spindle,64/829,430/19137,0.148837209302326,3.43582349145791,10.8707714165312,3.55212094657766e-18,2.20675513806137e-16,1.93964499056543e-16,ENSMUSG00000028680/ENSMUSG00000062510/ENSMUSG00000006398/ENSMUSG00000012443/ENSMUSG00000019942/ENSMUSG00000020330/ENSMUSG00000026605/ENSMUSG00000032254/ENSMUSG00000036768/ENSMUSG00000037544/ENSMUSG00000037725/ENSMUSG00000038943/ENSMUSG00000041431/ENSMUSG00000045328/ENSMUSG00000079553/ENSMUSG00000023809/ENSMUSG00000027496/ENSMUSG00000057897/ENSMUSG00000001525/ENSMUSG00000002055/ENSMUSG00000003779/ENSMUSG00000017499/ENSMUSG00000017716/ENSMUSG00000019773/ENSMUSG00000020492/ENSMUSG00000020897/ENSMUSG00000022021/ENSMUSG00000022070/ENSMUSG00000022177/ENSMUSG00000022322/ENSMUSG00000023015/ENSMUSG00000023940/ENSMUSG00000024660/ENSMUSG00000024795/ENSMUSG00000026622/ENSMUSG00000027115/ENSMUSG00000027306/ENSMUSG00000027330/ENSMUSG00000027331/ENSMUSG00000027469/ENSMUSG00000027635/ENSMUSG00000027654/ENSMUSG00000027699/ENSMUSG00000028066/ENSMUSG00000028678/ENSMUSG00000028873/ENSMUSG00000029414/ENSMUSG00000029910/ENSMUSG00000030677/ENSMUSG00000030867/ENSMUSG00000033952/ENSMUSG00000036223/ENSMUSG00000036752/ENSMUSG00000037313/ENSMUSG00000040084/ENSMUSG00000041498/ENSMUSG00000041840/ENSMUSG00000045136/ENSMUSG00000048327/ENSMUSG00000050107/ENSMUSG00000058290/ENSMUSG00000058672/ENSMUSG00000078521/ENSMUSG00000078762,64,Mus musculus,down
GO:0000940,outer kinetochore,16/829,23/19137,0.695652173913044,16.0587402318141,15.3765591554329,2.46421097040133e-17,1.3607920580994e-15,1.19607900902521e-15,ENSMUSG00000062510/ENSMUSG00000026605/ENSMUSG00000026683/ENSMUSG00000041431/ENSMUSG00000045328/ENSMUSG00000005233/ENSMUSG00000020492/ENSMUSG00000024056/ENSMUSG00000027326/ENSMUSG00000027379/ENSMUSG00000027635/ENSMUSG00000028066/ENSMUSG00000030867/ENSMUSG00000036223/ENSMUSG00000040084/ENSMUSG00000074476,16,Mus musculus,down
GO:0072686,mitotic spindle,35/829,179/19137,0.195530726256983,4.5137171391796,10.0503097668201,4.8740809768128e-14,2.42241824547596e-12,2.12920379513401e-12,ENSMUSG00000012443/ENSMUSG00000019942/ENSMUSG00000032254/ENSMUSG00000037544/ENSMUSG00000037725/ENSMUSG00000038943/ENSMUSG00000045328/ENSMUSG00000079553/ENSMUSG00000027496/ENSMUSG00000001525/ENSMUSG00000002055/ENSMUSG00000017499/ENSMUSG00000020897/ENSMUSG00000022177/ENSMUSG00000023015/ENSMUSG00000024795/ENSMUSG00000027115/ENSMUSG00000027306/ENSMUSG00000027331/ENSMUSG00000027469/ENSMUSG00000027654/ENSMUSG00000027699/ENSMUSG00000029910/ENSMUSG00000030677/ENSMUSG00000030867/ENSMUSG00000033952/ENSMUSG00000036223/ENSMUSG00000036752/ENSMUSG00000037313/ENSMUSG00000041840/ENSMUSG00000045136/ENSMUSG00000048327/ENSMUSG00000058290/ENSMUSG00000058672/ENSMUSG00000078762,35,Mus musculus,down
GO:0000228,nuclear chromosome,41/829,245/19137,0.16734693877551,3.86311021392876,9.59764173943139,8.40397288364325e-14,3.797067748337e-12,3.33746291551383e-12,ENSMUSG00000020914/ENSMUSG00000000028/ENSMUSG00000000751/ENSMUSG00000003824/ENSMUSG00000005410/ENSMUSG00000006678/ENSMUSG00000007080/ENSMUSG00000008690/ENSMUSG00000015749/ENSMUSG00000017146/ENSMUSG00000017716/ENSMUSG00000019303/ENSMUSG00000024660/ENSMUSG00000025395/ENSMUSG00000026134/ENSMUSG00000026355/ENSMUSG00000026622/ENSMUSG00000026669/ENSMUSG00000027323/ENSMUSG00000027342/ENSMUSG00000027454/ENSMUSG00000027998/ENSMUSG00000028312/ENSMUSG00000028896/ENSMUSG00000029730/ENSMUSG00000030528/ENSMUSG00000030726/ENSMUSG00000030867/ENSMUSG00000031697/ENSMUSG00000031821/ENSMUSG00000032113/ENSMUSG00000032397/ENSMUSG00000034906/ENSMUSG00000035455/ENSMUSG00000038252/ENSMUSG00000038644/ENSMUSG00000041859/ENSMUSG00000042029/ENSMUSG00000045751/ENSMUSG00000049932/ENSMUSG00000051747,41,Mus musculus,down
GO:0005657,replication fork,23/829,79/19137,0.291139240506329,6.72078606220702,10.8420894458942,1.5866188360678e-13,6.57124634604745e-12,5.77584927165031e-12,ENSMUSG00000059060/ENSMUSG00000000751/ENSMUSG00000001228/ENSMUSG00000004099/ENSMUSG00000006678/ENSMUSG00000007646/ENSMUSG00000022881/ENSMUSG00000025395/ENSMUSG00000026134/ENSMUSG00000026669/ENSMUSG00000027342/ENSMUSG00000027998/ENSMUSG00000029363/ENSMUSG00000030254/ENSMUSG00000030528/ENSMUSG00000030726/ENSMUSG00000032113/ENSMUSG00000032397/ENSMUSG00000034329/ENSMUSG00000038644/ENSMUSG00000041064/ENSMUSG00000045751/ENSMUSG00000049932,23,Mus musculus,down
GO:0000922,spindle pole,33/829,184/19137,0.179347826086957,4.14014396601458,9.10755671453881,3.20988880942573e-12,1.22716518329584e-10,1.07862660397707e-10,ENSMUSG00000028680/ENSMUSG00000062510/ENSMUSG00000006398/ENSMUSG00000012443/ENSMUSG00000026605/ENSMUSG00000036768/ENSMUSG00000037544/ENSMUSG00000037725/ENSMUSG00000038943/ENSMUSG00000041431/ENSMUSG00000079553/ENSMUSG00000027496/ENSMUSG00000002055/ENSMUSG00000017499/ENSMUSG00000020897/ENSMUSG00000022021/ENSMUSG00000023940/ENSMUSG00000024795/ENSMUSG00000026622/ENSMUSG00000027330/ENSMUSG00000027331/ENSMUSG00000027469/ENSMUSG00000027635/ENSMUSG00000027654/ENSMUSG00000028066/ENSMUSG00000029414/ENSMUSG00000029910/ENSMUSG00000030867/ENSMUSG00000033952/ENSMUSG00000037313/ENSMUSG00000041840/ENSMUSG00000048327/ENSMUSG00000078521,33,Mus musculus,down
GO:0043505,CENP-A containing nucleosome,11/829,23/19137,0.478260869565217,11.0403839093722,10.2522890194726,7.9187173855006e-10,2.62373502706253e-08,2.30615278244404e-08,ENSMUSG00000029177/ENSMUSG00000060678/ENSMUSG00000061482/ENSMUSG00000061615/ENSMUSG00000064288/ENSMUSG00000069272/ENSMUSG00000069309/ENSMUSG00000071478/ENSMUSG00000071516/ENSMUSG00000091405/ENSMUSG00000094777,11,Mus musculus,down
GO:0061638,CENP-A containing chromatin,11/829,23/19137,0.478260869565217,11.0403839093722,10.2522890194726,7.9187173855006e-10,2.62373502706253e-08,2.30615278244404e-08,ENSMUSG00000029177/ENSMUSG00000060678/ENSMUSG00000061482/ENSMUSG00000061615/ENSMUSG00000064288/ENSMUSG00000069272/ENSMUSG00000069309/ENSMUSG00000071478/ENSMUSG00000071516/ENSMUSG00000091405/ENSMUSG00000094777,11,Mus musculus,down
GO:0034506,"chromosome, centromeric core domain",11/829,24/19137,0.458333333333333,10.5803679131484,9.99322746823799,1.40477200309429e-09,4.36357303461165e-08,3.83539724529034e-08,ENSMUSG00000029177/ENSMUSG00000060678/ENSMUSG00000061482/ENSMUSG00000061615/ENSMUSG00000064288/ENSMUSG00000069272/ENSMUSG00000069309/ENSMUSG00000071478/ENSMUSG00000071516/ENSMUSG00000091405/ENSMUSG00000094777,11,Mus musculus,down
GO:0005874,microtubule,51/829,478/19137,0.106694560669456,2.46298408628635,6.89273786919546,2.87479571034551e-09,8.40454981201011e-08,7.3872459429931e-08,ENSMUSG00000022262/ENSMUSG00000030161/ENSMUSG00000031285/ENSMUSG00000038180/ENSMUSG00000049690/ENSMUSG00000075701/ENSMUSG00000012443/ENSMUSG00000019942/ENSMUSG00000032254/ENSMUSG00000036768/ENSMUSG00000037725/ENSMUSG00000038943/ENSMUSG00000045328/ENSMUSG00000079553/ENSMUSG00000027496/ENSMUSG00000001525/ENSMUSG00000002055/ENSMUSG00000002307/ENSMUSG00000003779/ENSMUSG00000017716/ENSMUSG00000020212/ENSMUSG00000020492/ENSMUSG00000020897/ENSMUSG00000021144/ENSMUSG00000022177/ENSMUSG00000023004/ENSMUSG00000024660/ENSMUSG00000024795/ENSMUSG00000026622/ENSMUSG00000027115/ENSMUSG00000027306/ENSMUSG00000027331/ENSMUSG00000027469/ENSMUSG00000028678/ENSMUSG00000028832/ENSMUSG00000029414/ENSMUSG00000030677/ENSMUSG00000030867/ENSMUSG00000032221/ENSMUSG00000033952/ENSMUSG00000034311/ENSMUSG00000036223/ENSMUSG00000036752/ENSMUSG00000041498/ENSMUSG00000041840/ENSMUSG00000043091/ENSMUSG00000045136/ENSMUSG00000058672/ENSMUSG00000063146/ENSMUSG00000074802/ENSMUSG00000078762,51,Mus musculus,down
GO:0051233,spindle midzone,13/829,38/19137,0.342105263157895,7.89730810742175,9.0562521339662,3.41295194418298e-09,9.42353953477188e-08,8.28289506921599e-08,ENSMUSG00000038943/ENSMUSG00000045328/ENSMUSG00000027496/ENSMUSG00000057897/ENSMUSG00000017499/ENSMUSG00000020897/ENSMUSG00000023015/ENSMUSG00000024660/ENSMUSG00000024795/ENSMUSG00000027115/ENSMUSG00000028873/ENSMUSG00000030867/ENSMUSG00000041498,13,Mus musculus,down
GO:0000794,condensed nuclear chromosome,18/829,90/19137,0.2,4.61688781664656,7.31855594479545,4.81644993831283e-08,1.25988190491657e-06,1.10738322681431e-06,ENSMUSG00000000751/ENSMUSG00000003824/ENSMUSG00000008690/ENSMUSG00000017146/ENSMUSG00000019303/ENSMUSG00000024660/ENSMUSG00000026622/ENSMUSG00000027323/ENSMUSG00000028312/ENSMUSG00000028896/ENSMUSG00000030528/ENSMUSG00000030867/ENSMUSG00000032113/ENSMUSG00000034906/ENSMUSG00000038252/ENSMUSG00000042029/ENSMUSG00000049932/ENSMUSG00000051747,18,Mus musculus,down
GO:0043073,germ cell nucleus,18/829,91/19137,0.197802197802198,4.5661527856944,7.25606470034829,5.7642739270414e-08,1.37384782077762e-06,1.20755447553259e-06,ENSMUSG00000020914/ENSMUSG00000027496/ENSMUSG00000066687/ENSMUSG00000000751/ENSMUSG00000003038/ENSMUSG00000004099/ENSMUSG00000005698/ENSMUSG00000017146/ENSMUSG00000019214/ENSMUSG00000021569/ENSMUSG00000027323/ENSMUSG00000027342/ENSMUSG00000030254/ENSMUSG00000030528/ENSMUSG00000046711/ENSMUSG00000049932/ENSMUSG00000050107/ENSMUSG00000024905,18,Mus musculus,down
GO:0045171,intercellular bridge,19/829,101/19137,0.188118811881188,4.34261725328142,7.16707392253109,5.80499079201813e-08,1.37384782077762e-06,1.20755447553259e-06,ENSMUSG00000022041/ENSMUSG00000068762/ENSMUSG00000032254/ENSMUSG00000038943/ENSMUSG00000045328/ENSMUSG00000001525/ENSMUSG00000003779/ENSMUSG00000008690/ENSMUSG00000017499/ENSMUSG00000024795/ENSMUSG00000024989/ENSMUSG00000027469/ENSMUSG00000027654/ENSMUSG00000028873/ENSMUSG00000036223/ENSMUSG00000036752/ENSMUSG00000040767/ENSMUSG00000045136/ENSMUSG00000058672,19,Mus musculus,down
GO:0071162,CMG complex,7/829,11/19137,0.636363636363636,14.6900975984209,9.6643623706416,7.91060580143425e-08,1.78707776514219e-06,1.57076622372977e-06,ENSMUSG00000000028/ENSMUSG00000005410/ENSMUSG00000026355/ENSMUSG00000027454/ENSMUSG00000029730/ENSMUSG00000031821/ENSMUSG00000041859,7,Mus musculus,down
GO:0000939,inner kinetochore,8/829,18/19137,0.444444444444444,10.259750703659,8.36344788458133,3.56329774029391e-07,7.69982163880901e-06,6.76781950673671e-06,ENSMUSG00000021391/ENSMUSG00000021714/ENSMUSG00000026708/ENSMUSG00000031629/ENSMUSG00000045273/ENSMUSG00000068101/ENSMUSG00000073705/ENSMUSG00000075266,8,Mus musculus,down
GO:0031261,DNA replication preinitiation complex,7/829,13/19137,0.538461538461538,12.4300825832792,8.77231203675296,3.81078902898666e-07,7.89150894752653e-06,6.93630459223448e-06,ENSMUSG00000000028/ENSMUSG00000005410/ENSMUSG00000026355/ENSMUSG00000027454/ENSMUSG00000029730/ENSMUSG00000031821/ENSMUSG00000041859,7,Mus musculus,down
GO:0001673,male germ cell nucleus,15/829,73/19137,0.205479452054795,4.74337789381496,6.81868269661584,4.34408154144027e-07,8.63603410438325e-06,7.59071090399036e-06,ENSMUSG00000020914/ENSMUSG00000066687/ENSMUSG00000000751/ENSMUSG00000005698/ENSMUSG00000017146/ENSMUSG00000019214/ENSMUSG00000021569/ENSMUSG00000027323/ENSMUSG00000027342/ENSMUSG00000030254/ENSMUSG00000030528/ENSMUSG00000046711/ENSMUSG00000049932/ENSMUSG00000050107/ENSMUSG00000024905,15,Mus musculus,down
GO:0072687,meiotic spindle,8/829,21/19137,0.380952380952381,8.79407203170774,7.60427730970466,1.475448172457e-06,2.8203759296582e-05,2.47899186870307e-05,ENSMUSG00000023809/ENSMUSG00000027496/ENSMUSG00000019773/ENSMUSG00000020492/ENSMUSG00000022070/ENSMUSG00000024660/ENSMUSG00000033952/ENSMUSG00000036223,8,Mus musculus,down
GO:0043596,nuclear replication fork,11/829,44/19137,0.25,5.7711097708082,6.74203581387196,1.94873976041396e-06,3.58712467009532e-05,3.15293177610835e-05,ENSMUSG00000000751/ENSMUSG00000006678/ENSMUSG00000025395/ENSMUSG00000026134/ENSMUSG00000026669/ENSMUSG00000027342/ENSMUSG00000027998/ENSMUSG00000030726/ENSMUSG00000032397/ENSMUSG00000038644/ENSMUSG00000045751,11,Mus musculus,down
GO:0005875,microtubule associated complex,20/829,148/19137,0.135135135135135,3.11951879503146,5.50807033183967,6.24373460504542e-06,0.000110826289239556,9.74116489133026e-05,ENSMUSG00000022262/ENSMUSG00000035126/ENSMUSG00000032254/ENSMUSG00000036768/ENSMUSG00000079553/ENSMUSG00000027496/ENSMUSG00000003779/ENSMUSG00000017716/ENSMUSG00000020897/ENSMUSG00000022177/ENSMUSG00000024660/ENSMUSG00000024795/ENSMUSG00000027115/ENSMUSG00000028678/ENSMUSG00000028873/ENSMUSG00000030677/ENSMUSG00000034311/ENSMUSG00000041498/ENSMUSG00000041840/ENSMUSG00000078762,20,Mus musculus,down
GO:0005876,spindle microtubule,14/829,80/19137,0.175,4.03977683956574,5.79751422341441,7.73923536883199e-06,0.000132634482010672,0.000116580133505092,ENSMUSG00000012443/ENSMUSG00000019942/ENSMUSG00000045328/ENSMUSG00000027496/ENSMUSG00000017716/ENSMUSG00000020492/ENSMUSG00000020897/ENSMUSG00000022177/ENSMUSG00000027115/ENSMUSG00000029414/ENSMUSG00000030867/ENSMUSG00000036223/ENSMUSG00000041840/ENSMUSG00000078762,14,Mus musculus,down
GO:0030496,midbody,23/829,205/19137,0.11219512195122,2.5899614581188,4.87020984200541,2.94238526146753e-05,0.000487455158316454,0.000428452590704921,ENSMUSG00000019942/ENSMUSG00000026605/ENSMUSG00000032254/ENSMUSG00000038943/ENSMUSG00000045328/ENSMUSG00000002055/ENSMUSG00000003779/ENSMUSG00000017716/ENSMUSG00000020897/ENSMUSG00000022322/ENSMUSG00000023015/ENSMUSG00000024660/ENSMUSG00000024795/ENSMUSG00000024989/ENSMUSG00000026622/ENSMUSG00000027699/ENSMUSG00000028873/ENSMUSG00000029516/ENSMUSG00000030867/ENSMUSG00000033952/ENSMUSG00000034311/ENSMUSG00000036777/ENSMUSG00000041498,23,Mus musculus,down
GO:0042555,MCM complex,5/829,11/19137,0.454545454545455,10.4929268560149,6.70141936059725,5.59797049702436e-05,0.000897481076458421,0.000788848134555215,ENSMUSG00000005410/ENSMUSG00000026355/ENSMUSG00000029730/ENSMUSG00000041859/ENSMUSG00000045751,5,Mus musculus,down
GO:0042575,DNA polymerase complex,6/829,18/19137,0.333333333333333,7.69481302774427,6.04678480517084,7.69603156804946e-05,0.00119528990291268,0.00105060957261202,ENSMUSG00000006678/ENSMUSG00000007080/ENSMUSG00000025395/ENSMUSG00000026134/ENSMUSG00000030726/ENSMUSG00000038644,6,Mus musculus,down
GO:0043601,nuclear replisome,7/829,26/19137,0.269230769230769,6.2150412916396,5.66219880431583,8.90872975144693e-05,0.0013243835228944,0.0011640774372576,ENSMUSG00000000751/ENSMUSG00000006678/ENSMUSG00000025395/ENSMUSG00000026134/ENSMUSG00000027998/ENSMUSG00000030726/ENSMUSG00000038644,7,Mus musculus,down
GO:0000792,heterochromatin,14/829,99/19137,0.141414141414141,3.26446613298242,4.80679012654449,9.1112613324902e-05,0.0013243835228944,0.0011640774372576,ENSMUSG00000022034/ENSMUSG00000058773/ENSMUSG00000001228/ENSMUSG00000002307/ENSMUSG00000004099/ENSMUSG00000005566/ENSMUSG00000024660/ENSMUSG00000025001/ENSMUSG00000026646/ENSMUSG00000027242/ENSMUSG00000029177/ENSMUSG00000037894/ENSMUSG00000046711/ENSMUSG00000051627,14,Mus musculus,down
GO:0000307,cyclin-dependent protein kinase holoenzyme complex,10/829,54/19137,0.185185185185185,4.27489612652459,5.1280644980249,9.32664452742538e-05,0.0013243835228944,0.0011640774372576,ENSMUSG00000019942/ENSMUSG00000027715/ENSMUSG00000041431/ENSMUSG00000002068/ENSMUSG00000027342/ENSMUSG00000028044/ENSMUSG00000028212/ENSMUSG00000032218/ENSMUSG00000062248/ENSMUSG00000072082,10,Mus musculus,down
GO:0030894,replisome,7/829,27/19137,0.259259259259259,5.98485457713443,5.5155195244229,0.000115798770408865,0.0015986663581446,0.00140516051811926,ENSMUSG00000000751/ENSMUSG00000006678/ENSMUSG00000025395/ENSMUSG00000026134/ENSMUSG00000027998/ENSMUSG00000030726/ENSMUSG00000038644,7,Mus musculus,down
GO:0005871,kinesin complex,9/829,47/19137,0.191489361702128,4.4204245052999,4.99583824720789,0.000159163073916216,0.00213794723611782,0.00187916573755988,ENSMUSG00000032254/ENSMUSG00000036768/ENSMUSG00000079553/ENSMUSG00000003779/ENSMUSG00000024795/ENSMUSG00000027115/ENSMUSG00000028678/ENSMUSG00000030677/ENSMUSG00000041498,9,Mus musculus,down
GO:1990023,mitotic spindle midzone,5/829,14/19137,0.357142857142857,8.244442529726,5.76996755888314,0.000217563252657668,0.00284549833081214,0.00250107340312832,ENSMUSG00000038943/ENSMUSG00000045328/ENSMUSG00000020897/ENSMUSG00000024795/ENSMUSG00000027115,5,Mus musculus,down
GO:0001741,XY body,6/829,23/19137,0.260869565217391,6.0220275869303,5.12801888351232,0.000347557006610443,0.00442912390475359,0.00389301370427352,ENSMUSG00000022034/ENSMUSG00000002307/ENSMUSG00000017146/ENSMUSG00000025758/ENSMUSG00000030254/ENSMUSG00000049932,6,Mus musculus,down
GO:0010369,chromocenter,5/829,17/19137,0.294117647058824,6.78954090683318,5.08167677791386,0.000603340504386105,0.00749650576699736,0.00658911340316405,ENSMUSG00000022034/ENSMUSG00000020897/ENSMUSG00000024660/ENSMUSG00000028873/ENSMUSG00000072980,5,Mus musculus,down
GO:0000791,euchromatin,10/829,68/19137,0.147058823529412,3.39477045341659,4.20956076295387,0.00065640716688743,0.00795693565714762,0.00699381191933975,ENSMUSG00000003032/ENSMUSG00000058773/ENSMUSG00000025172/ENSMUSG00000029167/ENSMUSG00000001228/ENSMUSG00000005566/ENSMUSG00000037894/ENSMUSG00000049539/ENSMUSG00000051627/ENSMUSG00000052565,10,Mus musculus,down
GO:0000800,lateral element,5/829,18/19137,0.277777777777778,6.41234418978689,4.88845326546559,0.000805794423119034,0.00953523400690857,0.00838106981439597,ENSMUSG00000000751/ENSMUSG00000017146/ENSMUSG00000024660/ENSMUSG00000027323/ENSMUSG00000030528,5,Mus musculus,down
GO:0000152,nuclear ubiquitin ligase complex,8/829,49/19137,0.163265306122449,3.76888801358903,4.1295774211589,0.0011165917414049,0.0129057231506567,0.0113435880705761,ENSMUSG00000006398/ENSMUSG00000001403/ENSMUSG00000017146/ENSMUSG00000020235/ENSMUSG00000026196/ENSMUSG00000027323/ENSMUSG00000060860/ENSMUSG00000118653,8,Mus musculus,down
GO:0097431,mitotic spindle pole,7/829,40/19137,0.175,4.03977683956574,4.09516606657678,0.00148957456053922,0.0168254217406361,0.0147888383402817,ENSMUSG00000027496/ENSMUSG00000002055/ENSMUSG00000020897/ENSMUSG00000024795/ENSMUSG00000027654/ENSMUSG00000030867/ENSMUSG00000033952,7,Mus musculus,down
GO:0045120,pronucleus,5/829,21/19137,0.238095238095238,5.49629501981734,4.38680500486002,0.00171788798406017,0.0189731184017312,0.016676573412514,ENSMUSG00000026605/ENSMUSG00000027715/ENSMUSG00000027496/ENSMUSG00000030528/ENSMUSG00000038252,5,Mus musculus,down
GO:0005680,anaphase-promoting complex,5/829,23/19137,0.217391304347826,5.01835632244192,4.10316485632026,0.00264395608088388,0.0285086843646407,0.0250579350022787,ENSMUSG00000006398/ENSMUSG00000001403/ENSMUSG00000020235/ENSMUSG00000060860/ENSMUSG00000118653,5,Mus musculus,down
GO:0032154,cleavage furrow,8/829,56/19137,0.142857142857143,3.2977770118904,3.66423840713963,0.00269599228398011,0.0285086843646407,0.0250579350022787,ENSMUSG00000027940/ENSMUSG00000022021/ENSMUSG00000023015/ENSMUSG00000024989/ENSMUSG00000025758/ENSMUSG00000026779/ENSMUSG00000027699/ENSMUSG00000029516,8,Mus musculus,down
GO:0032153,cell division site,9/829,71/19137,0.126760563380282,2.92619650350838,3.46004992087888,0.00345306134306406,0.0357535726563091,0.031425887223061,ENSMUSG00000027940/ENSMUSG00000022021/ENSMUSG00000023015/ENSMUSG00000024989/ENSMUSG00000025758/ENSMUSG00000026779/ENSMUSG00000027699/ENSMUSG00000029516/ENSMUSG00000036777,9,Mus musculus,down
GO:0090734,site of DNA damage,13/829,129/19137,0.10077519379845,2.32633882234129,3.21635161192563,0.00396289547594508,0.0401950826845858,0.0353297878091774,ENSMUSG00000022034/ENSMUSG00000000751/ENSMUSG00000014074/ENSMUSG00000027242/ENSMUSG00000027323/ENSMUSG00000030254/ENSMUSG00000032586/ENSMUSG00000033596/ENSMUSG00000034206/ENSMUSG00000034773/ENSMUSG00000045751/ENSMUSG00000049932/ENSMUSG00000078521,13,Mus musculus,down
GO:1990752,microtubule end,6/829,36/19137,0.166666666666667,3.84740651387214,3.6387738656021,0.00415373518073704,0.0412881276965262,0.0362905284211763,ENSMUSG00000049690/ENSMUSG00000002055/ENSMUSG00000027331/ENSMUSG00000028678/ENSMUSG00000033952/ENSMUSG00000063146,6,Mus musculus,down
GO:0035371,microtubule plus-end,5/829,26/19137,0.192307692307692,4.439315208314,3.73421520005994,0.00464261562451406,0.0452427444192841,0.0397664702615756,ENSMUSG00000049690/ENSMUSG00000002055/ENSMUSG00000027331/ENSMUSG00000028678/ENSMUSG00000063146,5,Mus musculus,down
