ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,species,direction
GO:0043235,receptor complex,34/742,400/19137,0.085,2.19224393530997,4.8397477537039,1.67365407010597e-05,0.00119666266012577,0.00108934326317424,ENSMUSG00000020524/ENSMUSG00000023267/ENSMUSG00000026417/ENSMUSG00000027070/ENSMUSG00000028444/ENSMUSG00000029859/ENSMUSG00000030205/ENSMUSG00000032402/ENSMUSG00000034353/ENSMUSG00000051043/ENSMUSG00000056073/ENSMUSG00000027577/ENSMUSG00000029205/ENSMUSG00000055116/ENSMUSG00000076617/ENSMUSG00000001240/ENSMUSG00000002108/ENSMUSG00000005672/ENSMUSG00000006611/ENSMUSG00000014361/ENSMUSG00000020122/ENSMUSG00000024924/ENSMUSG00000025321/ENSMUSG00000027087/ENSMUSG00000030165/ENSMUSG00000030167/ENSMUSG00000049252/ENSMUSG00000054263/ENSMUSG00000057722/ENSMUSG00000062157/ENSMUSG00000070369/ENSMUSG00000098557/ENSMUSG00000022797/ENSMUSG00000025185,34,Mus musculus,up
GO:0043230,extracellular organelle,15/742,124/19137,0.120967741935484,3.11989174854361,4.75638324526971,9.19601007757696e-05,0.00493136040410065,0.00448910491944876,ENSMUSG00000027202/ENSMUSG00000027376/ENSMUSG00000029368/ENSMUSG00000030205/ENSMUSG00000032080/ENSMUSG00000043760/ENSMUSG00000044748/ENSMUSG00000051043/ENSMUSG00000104713/ENSMUSG00000004655/ENSMUSG00000022367/ENSMUSG00000024887/ENSMUSG00000034462/ENSMUSG00000042659/ENSMUSG00000022797,15,Mus musculus,up
GO:0065010,extracellular membrane-bounded organelle,15/742,124/19137,0.120967741935484,3.11989174854361,4.75638324526971,9.19601007757696e-05,0.00493136040410065,0.00448910491944876,ENSMUSG00000027202/ENSMUSG00000027376/ENSMUSG00000029368/ENSMUSG00000030205/ENSMUSG00000032080/ENSMUSG00000043760/ENSMUSG00000044748/ENSMUSG00000051043/ENSMUSG00000104713/ENSMUSG00000004655/ENSMUSG00000022367/ENSMUSG00000024887/ENSMUSG00000034462/ENSMUSG00000042659/ENSMUSG00000022797,15,Mus musculus,up
GO:1903561,extracellular vesicle,14/742,115/19137,0.121739130434783,3.13978671041838,4.62241522694025,0.000145843000921202,0.00641497546938609,0.00583966605114032,ENSMUSG00000027202/ENSMUSG00000027376/ENSMUSG00000029368/ENSMUSG00000030205/ENSMUSG00000032080/ENSMUSG00000043760/ENSMUSG00000044748/ENSMUSG00000051043/ENSMUSG00000004655/ENSMUSG00000022367/ENSMUSG00000024887/ENSMUSG00000034462/ENSMUSG00000042659/ENSMUSG00000022797,14,Mus musculus,up
GO:0005912,adherens junction,18/742,174/19137,0.103448275862069,2.66804535737522,4.43921925034299,0.000149533227724617,0.00641497546938609,0.00583966605114032,ENSMUSG00000000303/ENSMUSG00000006411/ENSMUSG00000026413/ENSMUSG00000034607/ENSMUSG00000052373/ENSMUSG00000054889/ENSMUSG00000055333/ENSMUSG00000061048/ENSMUSG00000022865/ENSMUSG00000024304/ENSMUSG00000024331/ENSMUSG00000024421/ENSMUSG00000025880/ENSMUSG00000026383/ENSMUSG00000027276/ENSMUSG00000030516/ENSMUSG00000041245/ENSMUSG00000079243,18,Mus musculus,up
GO:0043256,laminin complex,4/742,10/19137,0.4,10.3164420485175,5.91839974997687,0.000390438305913869,0.0152270939306409,0.0138614939228752,ENSMUSG00000026639/ENSMUSG00000024421/ENSMUSG00000026478/ENSMUSG00000026479,4,Mus musculus,up
GO:0034361,very-low-density lipoprotein particle,6/742,27/19137,0.222222222222222,5.73135669362084,4.94100014571767,0.000490199293527114,0.0161765766863948,0.0147258249310574,ENSMUSG00000032080/ENSMUSG00000032081/ENSMUSG00000040564/ENSMUSG00000057346/ENSMUSG00000068246/ENSMUSG00000024924,6,Mus musculus,up
GO:0034385,triglyceride-rich plasma lipoprotein particle,6/742,27/19137,0.222222222222222,5.73135669362084,4.94100014571767,0.000490199293527114,0.0161765766863948,0.0147258249310574,ENSMUSG00000032080/ENSMUSG00000032081/ENSMUSG00000040564/ENSMUSG00000057346/ENSMUSG00000068246/ENSMUSG00000024924,6,Mus musculus,up
GO:0009897,external side of plasma membrane,34/742,490/19137,0.0693877551020408,1.78958688596732,3.55607669495155,0.000805486056198346,0.0240235479051311,0.0218690621342256,ENSMUSG00000020524/ENSMUSG00000027070/ENSMUSG00000028444/ENSMUSG00000040856/ENSMUSG00000041329/ENSMUSG00000050896/ENSMUSG00000092586/ENSMUSG00000025804/ENSMUSG00000027577/ENSMUSG00000040152/ENSMUSG00000076617/ENSMUSG00000005672/ENSMUSG00000006611/ENSMUSG00000008845/ENSMUSG00000015243/ENSMUSG00000026365/ENSMUSG00000027087/ENSMUSG00000027962/ENSMUSG00000029090/ENSMUSG00000029417/ENSMUSG00000030157/ENSMUSG00000030165/ENSMUSG00000030167/ENSMUSG00000041688/ENSMUSG00000048120/ENSMUSG00000053835/ENSMUSG00000054263/ENSMUSG00000057722/ENSMUSG00000058818/ENSMUSG00000067341/ENSMUSG00000070369/ENSMUSG00000071005/ENSMUSG00000079355/ENSMUSG00000022797,34,Mus musculus,up
GO:0016328,lateral plasma membrane,10/742,78/19137,0.128205128205128,3.30655193862741,4.09956826399954,0.000839984192487101,0.0240235479051311,0.0218690621342256,ENSMUSG00000000303/ENSMUSG00000007989/ENSMUSG00000028068/ENSMUSG00000030834/ENSMUSG00000041329/ENSMUSG00000022512/ENSMUSG00000024597/ENSMUSG00000039166/ENSMUSG00000044393/ENSMUSG00000046798,10,Mus musculus,up
GO:0034358,plasma lipoprotein particle,7/742,42/19137,0.166666666666667,4.29851752021563,4.29794889071543,0.0010567574621009,0.0266675853671345,0.0242759763739588,ENSMUSG00000032080/ENSMUSG00000032081/ENSMUSG00000040564/ENSMUSG00000057346/ENSMUSG00000068246/ENSMUSG00000023913/ENSMUSG00000024924,7,Mus musculus,up
GO:1990777,lipoprotein particle,7/742,42/19137,0.166666666666667,4.29851752021563,4.29794889071543,0.0010567574621009,0.0266675853671345,0.0242759763739588,ENSMUSG00000032080/ENSMUSG00000032081/ENSMUSG00000040564/ENSMUSG00000057346/ENSMUSG00000068246/ENSMUSG00000023913/ENSMUSG00000024924,7,Mus musculus,up
GO:0005604,basement membrane,12/742,110/19137,0.109090909090909,2.81357510414114,3.83110774895983,0.00114863943511234,0.0273759065368441,0.0249207737091625,ENSMUSG00000025064/ENSMUSG00000029368/ENSMUSG00000037016/ENSMUSG00000026639/ENSMUSG00000034687/ENSMUSG00000024421/ENSMUSG00000024909/ENSMUSG00000026478/ENSMUSG00000026479/ENSMUSG00000048120/ENSMUSG00000028339/ENSMUSG00000041782,12,Mus musculus,up
GO:0045095,keratin filament,7/742,43/19137,0.162790697674419,4.19855199648969,4.21712837288225,0.00122064711444284,0.0275609269524199,0.0250892010780218,ENSMUSG00000022986/ENSMUSG00000035557/ENSMUSG00000035831/ENSMUSG00000045545/ENSMUSG00000051879/ENSMUSG00000061397/ENSMUSG00000061527,7,Mus musculus,up
GO:0031253,cell projection membrane,28/742,390/19137,0.0717948717948718,1.85166908563135,3.41283219300176,0.00136685959012392,0.029319138208158,0.0266897319966302,ENSMUSG00000015401/ENSMUSG00000020524/ENSMUSG00000021490/ENSMUSG00000025243/ENSMUSG00000026979/ENSMUSG00000027070/ENSMUSG00000027356/ENSMUSG00000027376/ENSMUSG00000027895/ENSMUSG00000030963/ENSMUSG00000041329/ENSMUSG00000050164/ENSMUSG00000059213/ENSMUSG00000008601/ENSMUSG00000004655/ENSMUSG00000020122/ENSMUSG00000021750/ENSMUSG00000024397/ENSMUSG00000026383/ENSMUSG00000027087/ENSMUSG00000034462/ENSMUSG00000039529/ENSMUSG00000045103/ENSMUSG00000058248/ENSMUSG00000068748/ENSMUSG00000030762/ENSMUSG00000029188/ENSMUSG00000030302,28,Mus musculus,up
GO:0005811,lipid droplet,12/742,114/19137,0.105263157894737,2.71485317066251,3.68822578880492,0.00156780667366526,0.0313495497699587,0.0285380516860622,ENSMUSG00000020641/ENSMUSG00000041653/ENSMUSG00000057400/ENSMUSG00000061959/ENSMUSG00000031349/ENSMUSG00000033105/ENSMUSG00000075296/ENSMUSG00000025170/ENSMUSG00000029311/ENSMUSG00000046402/ENSMUSG00000018868/ENSMUSG00000024843,12,Mus musculus,up
GO:0032994,protein-lipid complex,7/742,45/19137,0.155555555555556,4.01194968553459,4.06261712146773,0.00160766921897224,0.0313495497699587,0.0285380516860622,ENSMUSG00000032080/ENSMUSG00000032081/ENSMUSG00000040564/ENSMUSG00000057346/ENSMUSG00000068246/ENSMUSG00000023913/ENSMUSG00000024924,7,Mus musculus,up
GO:0001533,cornified envelope,8/742,58/19137,0.137931034482759,3.55739380983363,3.91752196450822,0.00169703657369476,0.0316125003849149,0.0287774202988674,ENSMUSG00000022986/ENSMUSG00000026413/ENSMUSG00000035557/ENSMUSG00000045545/ENSMUSG00000053522/ENSMUSG00000054889/ENSMUSG00000061527/ENSMUSG00000041984,8,Mus musculus,up
GO:0034364,high-density lipoprotein particle,6/742,34/19137,0.176470588235294,4.55137149199302,4.16257826805968,0.00176853149006517,0.0316125003849149,0.0287774202988674,ENSMUSG00000032080/ENSMUSG00000032081/ENSMUSG00000040564/ENSMUSG00000057346/ENSMUSG00000068246/ENSMUSG00000023913,6,Mus musculus,up
GO:0005903,brush border,14/742,148/19137,0.0945945945945946,2.43969913309536,3.53125590426765,0.00187066210473137,0.0321005617171902,0.0292217111939089,ENSMUSG00000006457/ENSMUSG00000015401/ENSMUSG00000021490/ENSMUSG00000025243/ENSMUSG00000027070/ENSMUSG00000032098/ENSMUSG00000018830/ENSMUSG00000004655/ENSMUSG00000018417/ENSMUSG00000039529/ENSMUSG00000049044/ENSMUSG00000030762/ENSMUSG00000058126/ENSMUSG00000029188,14,Mus musculus,up
GO:0031012,extracellular matrix,33/742,500/19137,0.066,1.70221293800539,3.19553415781606,0.00216344669097509,0.0356968704010889,0.0324954948320549,ENSMUSG00000025064/ENSMUSG00000027832/ENSMUSG00000029368/ENSMUSG00000034648/ENSMUSG00000036856/ENSMUSG00000039883/ENSMUSG00000050896/ENSMUSG00000006403/ENSMUSG00000037016/ENSMUSG00000040152/ENSMUSG00000021253/ENSMUSG00000026639/ENSMUSG00000015702/ENSMUSG00000034687/ENSMUSG00000016256/ENSMUSG00000022309/ENSMUSG00000023031/ENSMUSG00000024421/ENSMUSG00000024909/ENSMUSG00000026478/ENSMUSG00000026479/ENSMUSG00000030359/ENSMUSG00000032332/ENSMUSG00000032374/ENSMUSG00000046169/ENSMUSG00000046618/ENSMUSG00000048120/ENSMUSG00000068748/ENSMUSG00000025185/ENSMUSG00000028339/ENSMUSG00000041782/ENSMUSG00000041959/ENSMUSG00000042363,33,Mus musculus,up
GO:0000775,"chromosome, centromeric region",70/829,266/19137,0.263157894736842,6.07485239032442,17.7357341468521,1.66475774034378e-35,8.27384596950858e-33,7.27236276044914e-33,ENSMUSG00000028680/ENSMUSG00000039509/ENSMUSG00000062510/ENSMUSG00000006398/ENSMUSG00000020914/ENSMUSG00000022034/ENSMUSG00000026605/ENSMUSG00000026683/ENSMUSG00000031004/ENSMUSG00000041431/ENSMUSG00000045328/ENSMUSG00000027496/ENSMUSG00000002055/ENSMUSG00000002307/ENSMUSG00000004099/ENSMUSG00000005233/ENSMUSG00000005698/ENSMUSG00000006585/ENSMUSG00000015880/ENSMUSG00000017716/ENSMUSG00000020492/ENSMUSG00000020897/ENSMUSG00000021391/ENSMUSG00000021714/ENSMUSG00000022422/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024660/ENSMUSG00000025001/ENSMUSG00000026039/ENSMUSG00000026622/ENSMUSG00000026646/ENSMUSG00000026708/ENSMUSG00000027115/ENSMUSG00000027326/ENSMUSG00000027331/ENSMUSG00000027379/ENSMUSG00000027635/ENSMUSG00000028066/ENSMUSG00000028678/ENSMUSG00000028873/ENSMUSG00000029177/ENSMUSG00000029414/ENSMUSG00000029910/ENSMUSG00000030867/ENSMUSG00000031629/ENSMUSG00000032400/ENSMUSG00000035351/ENSMUSG00000036223/ENSMUSG00000038252/ENSMUSG00000038379/ENSMUSG00000040084/ENSMUSG00000045273/ENSMUSG00000047534/ENSMUSG00000051220/ENSMUSG00000060678/ENSMUSG00000061482/ENSMUSG00000061615/ENSMUSG00000064288/ENSMUSG00000068101/ENSMUSG00000069272/ENSMUSG00000069309/ENSMUSG00000071478/ENSMUSG00000071516/ENSMUSG00000072980/ENSMUSG00000073705/ENSMUSG00000074476/ENSMUSG00000075266/ENSMUSG00000091405/ENSMUSG00000094777,70,Mus musculus,down
GO:0098687,chromosomal region,81/829,372/19137,0.217741935483871,5.02645044554263,16.6879096054782,1.65782627245094e-34,4.11969828704059e-32,3.62104159509021e-32,ENSMUSG00000028680/ENSMUSG00000039509/ENSMUSG00000062510/ENSMUSG00000006398/ENSMUSG00000020778/ENSMUSG00000020914/ENSMUSG00000022034/ENSMUSG00000026605/ENSMUSG00000026683/ENSMUSG00000031004/ENSMUSG00000041431/ENSMUSG00000045328/ENSMUSG00000027496/ENSMUSG00000002055/ENSMUSG00000002307/ENSMUSG00000004099/ENSMUSG00000005233/ENSMUSG00000005698/ENSMUSG00000006585/ENSMUSG00000015880/ENSMUSG00000017716/ENSMUSG00000020492/ENSMUSG00000020897/ENSMUSG00000021391/ENSMUSG00000021714/ENSMUSG00000022422/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024660/ENSMUSG00000024742/ENSMUSG00000025001/ENSMUSG00000026039/ENSMUSG00000026622/ENSMUSG00000026646/ENSMUSG00000026708/ENSMUSG00000027115/ENSMUSG00000027323/ENSMUSG00000027326/ENSMUSG00000027331/ENSMUSG00000027379/ENSMUSG00000027635/ENSMUSG00000028066/ENSMUSG00000028678/ENSMUSG00000028873/ENSMUSG00000029177/ENSMUSG00000029414/ENSMUSG00000029910/ENSMUSG00000030346/ENSMUSG00000030528/ENSMUSG00000030867/ENSMUSG00000031629/ENSMUSG00000032113/ENSMUSG00000032400/ENSMUSG00000033762/ENSMUSG00000035351/ENSMUSG00000036223/ENSMUSG00000038252/ENSMUSG00000038379/ENSMUSG00000038644/ENSMUSG00000040084/ENSMUSG00000041064/ENSMUSG00000042694/ENSMUSG00000045273/ENSMUSG00000047534/ENSMUSG00000049932/ENSMUSG00000051220/ENSMUSG00000060678/ENSMUSG00000061482/ENSMUSG00000061615/ENSMUSG00000064288/ENSMUSG00000068101/ENSMUSG00000069272/ENSMUSG00000069309/ENSMUSG00000071478/ENSMUSG00000071516/ENSMUSG00000072980/ENSMUSG00000073705/ENSMUSG00000074476/ENSMUSG00000075266/ENSMUSG00000091405/ENSMUSG00000094777,81,Mus musculus,down
GO:0000793,condensed chromosome,69/829,293/19137,0.235494880546075,5.43626722437906,16.2834848903314,9.93468448869067e-32,1.64584606362642e-29,1.44662949572162e-29,ENSMUSG00000028680/ENSMUSG00000039509/ENSMUSG00000062510/ENSMUSG00000006398/ENSMUSG00000020914/ENSMUSG00000026605/ENSMUSG00000026683/ENSMUSG00000031004/ENSMUSG00000041431/ENSMUSG00000045328/ENSMUSG00000027496/ENSMUSG00000000751/ENSMUSG00000002055/ENSMUSG00000003824/ENSMUSG00000005233/ENSMUSG00000005698/ENSMUSG00000006585/ENSMUSG00000008690/ENSMUSG00000015880/ENSMUSG00000017146/ENSMUSG00000017716/ENSMUSG00000019303/ENSMUSG00000020492/ENSMUSG00000020897/ENSMUSG00000021391/ENSMUSG00000021714/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024660/ENSMUSG00000024844/ENSMUSG00000026039/ENSMUSG00000026622/ENSMUSG00000026708/ENSMUSG00000027115/ENSMUSG00000027323/ENSMUSG00000027326/ENSMUSG00000027331/ENSMUSG00000027379/ENSMUSG00000027635/ENSMUSG00000028066/ENSMUSG00000028312/ENSMUSG00000028678/ENSMUSG00000028896/ENSMUSG00000029177/ENSMUSG00000029414/ENSMUSG00000029910/ENSMUSG00000030528/ENSMUSG00000030867/ENSMUSG00000031629/ENSMUSG00000032113/ENSMUSG00000032400/ENSMUSG00000034023/ENSMUSG00000034906/ENSMUSG00000035351/ENSMUSG00000036223/ENSMUSG00000038252/ENSMUSG00000038379/ENSMUSG00000040084/ENSMUSG00000042029/ENSMUSG00000045273/ENSMUSG00000049932/ENSMUSG00000051220/ENSMUSG00000054717/ENSMUSG00000066551/ENSMUSG00000068101/ENSMUSG00000073705/ENSMUSG00000074476/ENSMUSG00000075266/ENSMUSG00000051747,69,Mus musculus,down
GO:0000779,"condensed chromosome, centromeric region",48/829,185/19137,0.259459459459459,5.98947608646041,14.5109444770291,2.3211105025018e-24,2.88397979935849e-22,2.53489699615328e-22,ENSMUSG00000028680/ENSMUSG00000039509/ENSMUSG00000062510/ENSMUSG00000006398/ENSMUSG00000026605/ENSMUSG00000026683/ENSMUSG00000041431/ENSMUSG00000045328/ENSMUSG00000027496/ENSMUSG00000002055/ENSMUSG00000005233/ENSMUSG00000006585/ENSMUSG00000015880/ENSMUSG00000017716/ENSMUSG00000020492/ENSMUSG00000020897/ENSMUSG00000021391/ENSMUSG00000021714/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024660/ENSMUSG00000026039/ENSMUSG00000026622/ENSMUSG00000026708/ENSMUSG00000027115/ENSMUSG00000027326/ENSMUSG00000027331/ENSMUSG00000027379/ENSMUSG00000027635/ENSMUSG00000028066/ENSMUSG00000028678/ENSMUSG00000029177/ENSMUSG00000029414/ENSMUSG00000029910/ENSMUSG00000030867/ENSMUSG00000031629/ENSMUSG00000032400/ENSMUSG00000035351/ENSMUSG00000036223/ENSMUSG00000038252/ENSMUSG00000038379/ENSMUSG00000040084/ENSMUSG00000045273/ENSMUSG00000051220/ENSMUSG00000068101/ENSMUSG00000073705/ENSMUSG00000074476/ENSMUSG00000075266,48,Mus musculus,down
