organelle,human_ensembl,unique_species,species_list,fisher_stat,fisher_p,fisher_padj,direction_conserved
Cytoskeleton,ENSG00000112984,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",107.841878931127,2.67423814390238e-13,9.15412287720431e-13,down
Cytoskeleton,ENSG00000240583,2,"Drosophila melanogaster,Homo sapiens,Homo sapiens,Drosophila melanogaster,Homo sapiens,Homo sapiens,Drosophila melanogaster",34.0555407949091,0.00202423286258905,0.00261096702565834,down
Cytoskeleton,ENSG00000250424,3,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens",60.9817709713417,5.01392811574167e-06,8.66484664662153e-06,up
Cytoskeleton,ENSG00000138160,6,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Arabidopsis thaliana,Arabidopsis thaliana,Drosophila melanogaster,Arabidopsis thaliana,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Arabidopsis thaliana,Arabidopsis thaliana,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",274.645373014454,1.37312503956138e-30,1.16388693829488e-29,down
Cytoskeleton,ENSG00000147003,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",24.1387069453069,0.150535837092562,0.160451371272312,up
Cytoskeleton,ENSG00000089685,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",207.255570415483,6.08014733932972e-26,4.00839343111367e-25,down
Cytoskeleton,ENSG00000128641,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",75.3198044179183,3.25306825740197e-06,5.73313019621337e-06,up
Cytoskeleton,ENSG00000133392,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",42.3118516041559,0.00251800695622836,0.00317876055467126,up
Cytoskeleton,ENSG00000170312,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",367.671486575963,1.29815863737657e-53,4.6214447490606e-52,mixed
Cytoskeleton,ENSG00000111554,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",46.7344441982337,0.00158918599191824,0.00211100825792125,down
Cytoskeleton,ENSG00000182628,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",54.042827881513,0.000162220235269972,0.000248924154121163,down
Cytoskeleton,ENSG00000178999,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",88.633534253578,9.21504824756797e-09,2.1870381174228e-08,mixed
Cytoskeleton,ENSG00000182979,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",42.6041333701684,0.00527750567816623,0.00630467121284288,down
Cytoskeleton,ENSG00000139734,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",249.467030954849,1.36123771750268e-27,1.0534796248499e-26,down
Cytoskeleton,ENSG00000092036,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",60.7322038081176,1.74034476361201e-05,2.81619425384489e-05,down
Cytoskeleton,ENSG00000039139,2,"Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",43.0714257381128,0.00200034988178861,0.00259899473692243,mixed
Cytoskeleton,ENSG00000170454,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens",37.3538200630918,9.90616790002572e-06,1.66348857189111e-05,up
Cytoskeleton,ENSG00000161800,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",140.169859084217,4.77101984774223e-13,1.57266950536688e-12,down
Cytoskeleton,ENSG00000149503,3,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",239.185459991266,3.37264103380029e-27,2.50137543340188e-26,mixed
Cytoskeleton,ENSG00000138182,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",41.7400442407401,0.0261053064089593,0.0295970989859538,down
Cytoskeleton,ENSG00000138180,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",57.2587859830945,5.63147051293378e-05,8.95001563662691e-05,down
Cytoskeleton,ENSG00000142731,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",58.8023645577103,0.000577935686209037,0.000803691813634442,down
Cytoskeleton,ENSG00000117650,4,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Drosophila melanogaster",75.2684944162355,1.1014557232807e-06,2.0422824869163e-06,down
Cytoskeleton,ENSG00000120539,4,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",56.1283309275427,0.00124082180003977,0.00167322939702332,down
Cytoskeleton,ENSG00000081479,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",101.076727842958,4.30553159769188e-08,9.46153857270561e-08,up
Cytoskeleton,ENSG00000121621,3,"Mus musculus,Mus musculus,Arabidopsis thaliana,Arabidopsis thaliana,Arabidopsis thaliana,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Arabidopsis thaliana,Arabidopsis thaliana,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",166.382773843048,2.303326918473e-19,1.13886719857832e-18,down
Cytoskeleton,ENSG00000137804,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",117.728922905697,4.50179416936402e-15,1.68275233084644e-14,down
Cytoskeleton,ENSG00000128944,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",69.846689687795,6.99205682122562e-07,1.3240277810406e-06,down
Cytoskeleton,ENSG00000088325,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",76.6809263895,5.65035652764785e-08,1.22654080722112e-07,down
Cytoskeleton,ENSG00000087586,3,"Mus musculus,Mus musculus,Arabidopsis thaliana,Arabidopsis thaliana,Arabidopsis thaliana,Arabidopsis thaliana,Arabidopsis thaliana,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Arabidopsis thaliana,Arabidopsis thaliana,Arabidopsis thaliana,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",118.298666523847,1.14086844546988e-09,2.86020539850195e-09,down
Cytoskeleton,ENSG00000114346,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",297.761048077864,3.1695761495279e-33,2.82092277307983e-32,down
Cytoskeleton,ENSG00000142945,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",245.072432955391,3.25247475664354e-24,2.06764466672339e-23,down
Cytoskeleton,ENSG00000117632,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",129.50837267616,3.17681779353058e-17,1.41368391812111e-16,down
Cytoskeleton,ENSG00000134690,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Drosophila melanogaster",95.4855822106853,2.69652417247531e-09,6.66640698195285e-09,down
Cytoskeleton,ENSG00000157765,2,"Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",55.7879213450616,2.63787442151877e-06,4.79124129622797e-06,up
Cytoskeleton,ENSG00000184445,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",120.257058252116,5.25299229470463e-11,1.50811714267326e-10,down
Cytoskeleton,ENSG00000122966,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",86.9135569947565,1.7330895120712e-08,3.95499914293172e-08,down
Cytoskeleton,ENSG00000139112,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",300.36259351752,1.9065837662638e-43,3.08519918540869e-42,down
Cytoskeleton,ENSG00000079616,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",48.9882157730436,0.000802031662928234,0.00109816643077866,down
Cytoskeleton,ENSG00000103375,3,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Caenorhabditis elegans,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens",147.421644388002,9.96559591002525e-20,5.18484618895774e-19,up
Cytoskeleton,ENSG00000166851,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",119.070222432216,7.19019040888612e-14,2.55970778556346e-13,down
Cytoskeleton,ENSG00000077279,3,"Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",44.3972774801971,0.00316229473158357,0.00385983823369602,down
Cytoskeleton,ENSG00000118094,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",130.566885671576,3.04355273888444e-13,1.02217431607817e-12,up
Cytoskeleton,ENSG00000138587,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",80.2892327402816,6.0440782055697e-07,1.16939773977327e-06,down
Cytoskeleton,ENSG00000137807,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",329.997378869811,4.56203204028339e-42,5.41361135446963e-41,mixed
Cytoskeleton,ENSG00000066279,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",184.156576829939,1.57956484439182e-22,8.78632944692953e-22,mixed
Cytoskeleton,ENSG00000090889,1,"Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens",12.4091523438825,0.133860790635366,0.143537474295754,mixed
Cytoskeleton,ENSG00000226650,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",298.573661247732,4.21529824768417e-37,4.16846160048768e-36,down
Cytoskeleton,ENSG00000152763,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",81.9497462368637,2.92056798620846e-06,5.23844319384506e-06,down
Cytoskeleton,ENSG00000128422,2,"Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",75.2969114300143,2.08741345461044e-10,5.71630146031782e-10,up
Cytoskeleton,ENSG00000204897,1,"Mus musculus,Mus musculus",12.3749398565142,0.0147703910616317,0.0171838536534015,up
Cytoskeleton,ENSG00000154839,3,"Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",100.821298197211,9.367666104784e-11,2.64673740738342e-10,down
Cytoskeleton,ENSG00000188229,1,"Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens",13.2712253488663,0.102852087014242,0.111632143222775,mixed
Cytoskeleton,ENSG00000261456,1,"Homo sapiens,Homo sapiens",2.92423582058849,0.570583366454313,0.590487437377138,mixed
Cytoskeleton,ENSG00000163808,3,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",137.3390778699,4.70330664736441e-12,1.44342859177735e-11,down
Cytoskeleton,ENSG00000136108,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",72.994325690908,2.21702266263785e-07,4.38477815499487e-07,down
Cytoskeleton,ENSG00000061656,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",46.4514218852118,0.0017293100465717,0.0022633616786012,down
Cytoskeleton,ENSG00000198901,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",333.669245570214,9.57472050394712e-43,1.31100019207891e-41,down
Cytoskeleton,ENSG00000081923,3,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens",74.916399093985,1.24409055824545e-06,2.2829703027597e-06,up
Cytoskeleton,ENSG00000118193,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",174.446502997659,2.96545247027816e-16,1.22755939467329e-15,mixed
Cytoskeleton,ENSG00000152240,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",37.0268978450551,0.0234955718507216,0.0270098769522453,down
Cytoskeleton,ENSG00000167553,3,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",217.686947544126,4.60859297794669e-27,3.28131820029804e-26,mixed
Cytoskeleton,ENSG00000138778,4,"Mus musculus,Mus musculus,Drosophila melanogaster,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster,Drosophila melanogaster",173.718844987879,1.16135846167998e-20,6.26429715694049e-20,down
Cytoskeleton,ENSG00000186847,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Homo sapiens",22.4168317609806,0.0331051581203592,0.0372956844647085,up
Cytoskeleton,ENSG00000091428,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",68.5018460989772,3.19271504750146e-07,6.24509097203582e-07,up
Cytoskeleton,ENSG00000176771,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",125.910599495511,4.53775909441737e-15,1.68275233084644e-14,down
Cytoskeleton,ENSG00000185640,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus",18.0248351023761,0.1149385199241,0.123994282099939,up
Cytoskeleton,ENSG00000186081,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",51.7546450481154,1.19988760661156e-05,1.99607471006409e-05,mixed
Cytoskeleton,ENSG00000106665,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",74.0560549611862,4.95106364433682e-06,8.64009145776426e-06,down
Cytoskeleton,ENSG00000139354,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",36.6443153796025,0.0258706547819062,0.0295190804562776,down
Cytoskeleton,ENSG00000131871,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",124.026875005741,3.21986380161326e-16,1.30258126519809e-15,down
Cytoskeleton,ENSG00000249115,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",34.9730752579262,0.038996727193977,0.0436567134624396,down
Cytoskeleton,ENSG00000237649,5,"Mus musculus,Mus musculus,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",179.20433368248,2.4384506062143e-15,9.4357436501336e-15,down
Cell wall/Extracellular matrix,ENSG00000143632,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",41.149871304392,0.00145154573291371,0.0019780868321079,mixed
Cell wall/Extracellular matrix,ENSG00000107796,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",81.9150039693499,7.82257691386066e-09,2.01358924264191e-08,up
Cell wall/Extracellular matrix,ENSG00000169067,2,"Homo sapiens,Mus musculus",0.664912884924607,0.955584336896528,0.955584336896528,mixed
Cell wall/Extracellular matrix,ENSG00000159251,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",23.8417467390527,0.160281089869414,0.174055246030067,mixed
Cell wall/Extracellular matrix,ENSG00000188219,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens",36.5507813899842,0.0132400076625855,0.0154652190344487,mixed
Cell wall/Extracellular matrix,ENSG00000196604,1,"Homo sapiens,Homo sapiens,Homo sapiens",3.70972414845549,0.715889521425873,0.726340463344499,mixed
Cell wall/Extracellular matrix,ENSG00000222038,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster",552.261008020595,9.83958531208763e-64,3.41925589595045e-62,down
