cofactor_id,cofactor_name,cofactor_function,rn,ec,hsa_gene,entrez
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00538,ec:1.2.1.3,hsa:219,219
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00538,ec:1.2.1.3,hsa:223,223
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00538,ec:1.2.1.3,hsa:224,224
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00538,ec:1.2.1.3,hsa:501,501
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00538,ec:1.2.1.5,hsa:218,218
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00538,ec:1.2.1.5,hsa:221,221
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00538,ec:1.2.1.5,hsa:222,222
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00555,ec:2.4.2.31,hsa:116969,116969
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00555,ec:2.4.2.31,hsa:417,417
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00555,ec:2.4.2.31,hsa:419,419
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00555,ec:2.4.2.31,hsa:420,420
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00623,ec:1.1.1.1,hsa:124,124
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00623,ec:1.1.1.1,hsa:125,125
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00623,ec:1.1.1.1,hsa:126,126
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00623,ec:1.1.1.1,hsa:127,127
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00623,ec:1.1.1.1,hsa:128,128
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00623,ec:1.1.1.1,hsa:130,130
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00623,ec:1.1.1.1,hsa:131,131
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00624,ec:1.1.1.1,hsa:124,124
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00624,ec:1.1.1.1,hsa:125,125
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00624,ec:1.1.1.1,hsa:126,126
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00624,ec:1.1.1.1,hsa:127,127
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00624,ec:1.1.1.1,hsa:128,128
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00624,ec:1.1.1.1,hsa:130,130
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00624,ec:1.1.1.1,hsa:131,131
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00631,ec:1.2.1.3,hsa:217,217
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00631,ec:1.2.1.3,hsa:219,219
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00631,ec:1.2.1.3,hsa:223,223
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00631,ec:1.2.1.3,hsa:224,224
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00631,ec:1.2.1.3,hsa:501,501
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00631,ec:1.2.1.5,hsa:218,218
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00631,ec:1.2.1.5,hsa:221,221
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00631,ec:1.2.1.5,hsa:222,222
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00703,ec:1.1.1.27,hsa:160287,160287
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00703,ec:1.1.1.27,hsa:3939,3939
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00703,ec:1.1.1.27,hsa:3945,3945
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00703,ec:1.1.1.27,hsa:3948,3948
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00703,ec:1.1.1.27,hsa:92483,92483
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00705,ec:1.2.1.18,hsa:4329,4329
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00705,ec:1.2.1.27,hsa:4329,4329
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00707,ec:1.2.1.88,hsa:8659,8659
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00709,ec:1.1.1.41,hsa:3419,3419
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00709,ec:1.1.1.41,hsa:3420,3420
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00709,ec:1.1.1.41,hsa:3421,3421
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00710,ec:1.2.1.3,hsa:217,217
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00710,ec:1.2.1.3,hsa:219,219
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00710,ec:1.2.1.3,hsa:223,223
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00710,ec:1.2.1.3,hsa:224,224
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00710,ec:1.2.1.3,hsa:501,501
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00710,ec:1.2.1.5,hsa:218,218
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00710,ec:1.2.1.5,hsa:221,221
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00710,ec:1.2.1.5,hsa:222,222
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00713,ec:1.2.1.24,hsa:7915,7915
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00754,ec:1.1.1.1,hsa:124,124
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00754,ec:1.1.1.1,hsa:125,125
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00754,ec:1.1.1.1,hsa:126,126
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00754,ec:1.1.1.1,hsa:127,127
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00754,ec:1.1.1.1,hsa:128,128
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00754,ec:1.1.1.1,hsa:130,130
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00754,ec:1.1.1.1,hsa:131,131
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00842,ec:1.1.1.8,hsa:23171,23171
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00842,ec:1.1.1.8,hsa:2819,2819
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00875,ec:1.1.1.14,hsa:6652,6652
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00904,ec:1.2.1.3,hsa:217,217
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00904,ec:1.2.1.3,hsa:219,219
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00904,ec:1.2.1.3,hsa:223,223
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00904,ec:1.2.1.3,hsa:224,224
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00904,ec:1.2.1.3,hsa:501,501
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00904,ec:1.2.1.5,hsa:218,218
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00904,ec:1.2.1.5,hsa:221,221
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00904,ec:1.2.1.5,hsa:222,222
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00922,ec:1.2.1.27,hsa:4329,4329
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00935,ec:1.2.1.27,hsa:4329,4329
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00936,ec:1.5.1.3,hsa:1719,1719
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00936,ec:1.5.1.3,hsa:200895,200895
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00937,ec:1.5.1.3,hsa:1719,1719
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R00937,ec:1.5.1.3,hsa:200895,200895
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01000,ec:1.1.1.27,hsa:160287,160287
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01000,ec:1.1.1.27,hsa:3939,3939
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01000,ec:1.1.1.27,hsa:3945,3945
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01000,ec:1.1.1.27,hsa:3948,3948
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01000,ec:1.1.1.27,hsa:92483,92483
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01036,ec:1.1.1.21,hsa:231,231
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01036,ec:1.1.1.21,hsa:441282,441282
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01036,ec:1.1.1.21,hsa:57016,57016
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01061,ec:1.2.1.12,hsa:2597,2597
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01061,ec:1.2.1.12,hsa:26330,26330
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01093,ec:1.1.1.21,hsa:231,231
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01093,ec:1.1.1.21,hsa:441282,441282
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01093,ec:1.1.1.21,hsa:57016,57016
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01130,ec:1.1.1.205,hsa:3614,3614
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01130,ec:1.1.1.205,hsa:3615,3615
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01218,ec:1.5.1.15,hsa:10797,10797
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01218,ec:1.5.1.15,hsa:441024,441024
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01248,ec:1.5.1.2,hsa:29920,29920
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01248,ec:1.5.1.2,hsa:5831,5831
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01248,ec:1.5.1.2,hsa:65263,65263
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01361,ec:1.1.1.30,hsa:622,622
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01388,ec:1.1.1.81,hsa:9380,9380
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01451,ec:1.3.1.21,hsa:1717,1717
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01513,ec:1.1.1.95,hsa:26227,26227
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01520,ec:1.1.1.47,hsa:9563,9563
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01698,ec:1.8.1.4,hsa:1738,1738
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01752,ec:1.2.1.3,hsa:217,217
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01752,ec:1.2.1.3,hsa:219,219
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01752,ec:1.2.1.3,hsa:223,223
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01752,ec:1.2.1.3,hsa:224,224
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01752,ec:1.2.1.3,hsa:501,501
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01758,ec:1.1.1.21,hsa:231,231
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01758,ec:1.1.1.21,hsa:441282,441282
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01758,ec:1.1.1.21,hsa:57016,57016
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01768,ec:1.17.1.4,hsa:7498,7498
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01778,ec:1.1.1.211,hsa:3030,3030
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01778,ec:1.1.1.35,hsa:1962,1962
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01778,ec:1.1.1.35,hsa:3028,3028
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01778,ec:1.1.1.35,hsa:3033,3033
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01793,ec:1.5.1.34,hsa:5860,5860
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01836,ec:1.1.1.239,hsa:3294,3294
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01836,ec:1.1.1.239,hsa:7923,7923
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01836,ec:1.1.1.239,hsa:8630,8630
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01836,ec:1.1.1.51,hsa:340811,340811
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01836,ec:1.1.1.51,hsa:8644,8644
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01837,ec:1.1.1.145,hsa:3283,3283
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01837,ec:1.1.1.145,hsa:3284,3284
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01837,ec:5.3.3.1,hsa:3283,3283
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01837,ec:5.3.3.1,hsa:3284,3284
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01896,ec:1.1.1.14,hsa:6652,6652
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01975,ec:1.1.1.35,hsa:1962,1962
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01975,ec:1.1.1.35,hsa:3028,3028
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R01975,ec:1.1.1.35,hsa:3033,3033
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02047,ec:1.1.1.31,hsa:11112,11112
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02103,ec:1.17.1.4,hsa:7498,7498
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02123,ec:1.2.1.36,hsa:216,216
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02123,ec:1.2.1.36,hsa:220,220
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02123,ec:1.2.1.36,hsa:8854,8854
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.1,hsa:124,124
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.1,hsa:125,125
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.1,hsa:126,126
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.1,hsa:127,127
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.1,hsa:128,128
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.1,hsa:130,130
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.1,hsa:131,131
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.105,hsa:195814,195814
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.105,hsa:201140,201140
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02124,ec:1.1.1.105,hsa:8630,8630
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02207,ec:1.1.1.149,hsa:1645,1645
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02216,ec:1.1.1.145,hsa:3283,3283
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02216,ec:1.1.1.145,hsa:3284,3284
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02216,ec:5.3.3.1,hsa:3283,3283
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02216,ec:5.3.3.1,hsa:3284,3284
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02235,ec:1.5.1.3,hsa:1719,1719
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02235,ec:1.5.1.3,hsa:200895,200895
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02246,ec:1.1.1.1,hsa:124,124
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02246,ec:1.1.1.1,hsa:125,125
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02246,ec:1.1.1.1,hsa:126,126
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02246,ec:1.1.1.1,hsa:127,127
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02246,ec:1.1.1.1,hsa:128,128
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02246,ec:1.1.1.1,hsa:130,130
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02246,ec:1.1.1.1,hsa:131,131
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02313,ec:1.5.1.9,hsa:10157,10157
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02352,ec:1.1.1.51,hsa:340811,340811
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02352,ec:1.1.1.51,hsa:8644,8644
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02352,ec:1.1.1.62,hsa:3292,3292
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02352,ec:1.1.1.62,hsa:3294,3294
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02352,ec:1.1.1.62,hsa:51144,51144
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02352,ec:1.1.1.62,hsa:51478,51478
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02352,ec:1.1.1.62,hsa:79154,79154
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02352,ec:1.1.1.62,hsa:7923,7923
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02352,ec:1.1.1.62,hsa:8630,8630
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:100861540,100861540
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:107987478,107987478
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:107987479,107987479
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:11283,11283
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1543,1543
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1544,1544
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1545,1545
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1551,1551
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1553,1553
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1558,1558
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1562,1562
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1564,1564
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1565,1565
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1572,1572
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1573,1573
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1577,1577
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1579,1579
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:1580,1580
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:199974,199974
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:260293,260293
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:284541,284541
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:29785,29785
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:57834,57834
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:64816,64816
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02354,ec:1.14.14.1,hsa:66002,66002
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02383,ec:1.14.18.1,hsa:7299,7299
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02391,ec:1.3.1.24,hsa:644,644
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02391,ec:1.3.1.24,hsa:645,645
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.213,hsa:1646,1646
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.213,hsa:340811,340811
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.213,hsa:8644,8644
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.239,hsa:3294,3294
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.239,hsa:7923,7923
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.239,hsa:8630,8630
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.357,hsa:1109,1109
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.357,hsa:1645,1645
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.357,hsa:1646,1646
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.357,hsa:340811,340811
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.357,hsa:8644,8644
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02476,ec:1.1.1.50,hsa:1109,1109
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02499,ec:1.1.1.145,hsa:3283,3283
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02499,ec:1.1.1.145,hsa:3284,3284
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02499,ec:5.3.3.1,hsa:3283,3283
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02499,ec:5.3.3.1,hsa:3284,3284
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02527,ec:1.1.1.79,hsa:9380,9380
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02531,ec:1.1.1.21,hsa:231,231
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02531,ec:1.1.1.21,hsa:441282,441282
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02531,ec:1.1.1.21,hsa:57016,57016
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02536,ec:1.2.1.5,hsa:218,218
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02536,ec:1.2.1.5,hsa:221,221
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02536,ec:1.2.1.5,hsa:222,222
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02549,ec:1.2.1.3,hsa:217,217
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02549,ec:1.2.1.3,hsa:219,219
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02549,ec:1.2.1.3,hsa:223,223
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02549,ec:1.2.1.3,hsa:224,224
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02549,ec:1.2.1.3,hsa:501,501
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02565,ec:1.2.1.8,hsa:501,501
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02580,ec:1.1.1.141,hsa:3248,3248
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02640,ec:1.1.1.45,hsa:51084,51084
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02678,ec:1.2.1.3,hsa:217,217
C00003,NAD+,Oxidoreductase (hydride transfer),rn:R02678,ec:1.2.1.3,hsa:219,219
