cofactor_id,cofactor_name,cofactor_function,rn,ec,hsa_gene,entrez
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04483,ec:1.1.1.170,hsa:50814,50814
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04506,ec:1.2.1.3,hsa:217,217
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04506,ec:1.2.1.3,hsa:219,219
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04506,ec:1.2.1.3,hsa:223,223
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04506,ec:1.2.1.3,hsa:224,224
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04506,ec:1.2.1.3,hsa:501,501
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04556,ec:1.3.1.48,hsa:145482,145482
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04556,ec:1.3.1.48,hsa:22949,22949
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04556,ec:1.3.1.48,hsa:284273,284273
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04678,ec:1.1.1.145,hsa:3283,3283
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04678,ec:1.1.1.145,hsa:3284,3284
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04678,ec:5.3.3.1,hsa:3283,3283
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04678,ec:5.3.3.1,hsa:3284,3284
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04681,ec:1.1.1.62,hsa:3292,3292
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04681,ec:1.1.1.62,hsa:3294,3294
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04681,ec:1.1.1.62,hsa:51144,51144
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04681,ec:1.1.1.62,hsa:51478,51478
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04681,ec:1.1.1.62,hsa:79154,79154
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04681,ec:1.1.1.62,hsa:7923,7923
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04681,ec:1.1.1.62,hsa:8630,8630
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04737,ec:1.1.1.211,hsa:3030,3030
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04737,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04737,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04737,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04739,ec:1.1.1.211,hsa:3030,3030
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04739,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04739,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04739,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04741,ec:1.1.1.211,hsa:3030,3030
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04741,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04741,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04741,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04743,ec:1.1.1.211,hsa:3030,3030
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04743,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04743,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04743,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04745,ec:1.1.1.211,hsa:3030,3030
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04745,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04745,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04745,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04748,ec:1.1.1.211,hsa:3030,3030
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04748,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04748,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04748,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04805,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04805,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04805,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04805,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04805,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04805,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04805,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04818,ec:1.1.1.50,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04824,ec:1.1.1.50,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04829,ec:1.1.1.50,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04832,ec:1.1.1.50,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04835,ec:1.1.1.50,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04837,ec:1.1.1.50,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04842,ec:1.1.1.50,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04845,ec:1.1.1.50,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04849,ec:1.1.1.145,hsa:3283,3283
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04849,ec:1.1.1.145,hsa:3284,3284
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04849,ec:5.3.3.1,hsa:3283,3283
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04849,ec:5.3.3.1,hsa:3284,3284
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04880,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04880,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04880,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04880,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04880,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04880,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04880,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04882,ec:1.2.1.5,hsa:218,218
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04882,ec:1.2.1.5,hsa:221,221
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04882,ec:1.2.1.5,hsa:222,222
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04888,ec:1.2.1.5,hsa:218,218
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04888,ec:1.2.1.5,hsa:221,221
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04888,ec:1.2.1.5,hsa:222,222
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04891,ec:1.2.1.5,hsa:218,218
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04891,ec:1.2.1.5,hsa:221,221
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04891,ec:1.2.1.5,hsa:222,222
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04903,ec:1.2.1.3,hsa:217,217
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04903,ec:1.2.1.3,hsa:219,219
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04903,ec:1.2.1.3,hsa:223,223
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04903,ec:1.2.1.3,hsa:224,224
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04903,ec:1.2.1.3,hsa:501,501
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04996,ec:1.2.1.5,hsa:218,218
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04996,ec:1.2.1.5,hsa:221,221
C00004,NADH,Oxidoreductase (hydride transfer),rn:R04996,ec:1.2.1.5,hsa:222,222
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05050,ec:1.2.1.3,hsa:217,217
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05050,ec:1.2.1.3,hsa:219,219
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05050,ec:1.2.1.3,hsa:223,223
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05050,ec:1.2.1.3,hsa:224,224
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05050,ec:1.2.1.3,hsa:501,501
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05051,ec:1.2.1.88,hsa:8659,8659
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05066,ec:1.1.1.31,hsa:11112,11112
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05233,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05233,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05233,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05233,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05233,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05233,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05233,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05234,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05234,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05234,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05234,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05234,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05234,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05234,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05286,ec:1.2.1.3,hsa:217,217
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05286,ec:1.2.1.3,hsa:219,219
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05286,ec:1.2.1.3,hsa:223,223
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05286,ec:1.2.1.3,hsa:224,224
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05286,ec:1.2.1.3,hsa:501,501
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05305,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05305,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R05305,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06366,ec:1.2.1.3,hsa:217,217
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06366,ec:1.2.1.3,hsa:219,219
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06366,ec:1.2.1.3,hsa:223,223
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06366,ec:1.2.1.3,hsa:224,224
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06366,ec:1.2.1.3,hsa:501,501
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06917,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06917,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06917,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06917,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06917,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06917,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06917,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06927,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06927,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06927,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06927,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06927,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06927,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06927,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06941,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06941,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06941,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R06983,ec:1.1.1.284,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07104,ec:1.2.1.5,hsa:218,218
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07104,ec:1.2.1.5,hsa:221,221
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07104,ec:1.2.1.5,hsa:222,222
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07105,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07105,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07105,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07105,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07105,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07105,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07105,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07136,ec:1.1.1.37,hsa:4190,4190
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07136,ec:1.1.1.37,hsa:4191,4191
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07145,ec:1.1.1.14,hsa:6652,6652
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07146,ec:1.1.1.104,hsa:56898,56898
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07148,ec:1.1.1.122,hsa:51171,51171
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07164,ec:1.4.1.21,hsa:554235,554235
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07171,ec:1.6.3.1,hsa:50506,50506
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07171,ec:1.6.3.1,hsa:53905,53905
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07349,ec:1.3.1.74,hsa:22949,22949
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07354,ec:1.5.1.34,hsa:5860,5860
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07358,ec:1.6.5.2,hsa:1728,1728
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07410,ec:1.4.1.21,hsa:554235,554235
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07477,ec:2.5.1.46,hsa:1725,1725
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07478,ec:2.5.1.46,hsa:1725,1725
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07618,ec:1.8.1.4,hsa:1738,1738
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07675,ec:1.1.1.122,hsa:51171,51171
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07890,ec:1.1.1.211,hsa:3030,3030
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07890,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07890,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07890,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07894,ec:1.1.1.211,hsa:3030,3030
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07894,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07894,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07894,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07898,ec:1.1.1.211,hsa:3030,3030
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07898,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07898,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R07898,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08094,ec:1.1.1.35,hsa:1962,1962
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08094,ec:1.1.1.35,hsa:3028,3028
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08094,ec:1.1.1.35,hsa:3033,3033
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08146,ec:1.2.1.3,hsa:217,217
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08146,ec:1.2.1.3,hsa:219,219
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08146,ec:1.2.1.3,hsa:223,223
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08146,ec:1.2.1.3,hsa:224,224
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08146,ec:1.2.1.3,hsa:501,501
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08198,ec:1.1.1.95,hsa:26227,26227
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08240,ec:1.1.1.205,hsa:3614,3614
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08240,ec:1.1.1.205,hsa:3615,3615
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08281,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08281,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08281,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08281,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08281,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08281,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08281,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08282,ec:1.2.1.5,hsa:218,218
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08282,ec:1.2.1.5,hsa:221,221
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08282,ec:1.2.1.5,hsa:222,222
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08306,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08306,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08306,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08306,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08306,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08306,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08306,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08307,ec:1.2.1.5,hsa:218,218
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08307,ec:1.2.1.5,hsa:221,221
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08307,ec:1.2.1.5,hsa:222,222
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08310,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08310,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08310,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08310,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08310,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08310,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08310,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08382,ec:1.1.1.315,hsa:5959,5959
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08385,ec:1.2.1.36,hsa:216,216
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08385,ec:1.2.1.36,hsa:220,220
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08385,ec:1.2.1.36,hsa:8854,8854
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08550,ec:1.8.1.4,hsa:1738,1738
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08557,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08557,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08557,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08557,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08557,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08557,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08557,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08721,ec:1.1.1.181,hsa:80270,80270
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08723,ec:1.1.1.181,hsa:80270,80270
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08724,ec:1.1.1.181,hsa:80270,80270
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08728,ec:1.1.1.181,hsa:80270,80270
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08926,ec:1.1.1.122,hsa:51171,51171
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08945,ec:1.1.1.62,hsa:3292,3292
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08945,ec:1.1.1.62,hsa:3294,3294
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08945,ec:1.1.1.62,hsa:51144,51144
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08945,ec:1.1.1.62,hsa:51478,51478
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08945,ec:1.1.1.62,hsa:79154,79154
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08945,ec:1.1.1.62,hsa:7923,7923
C00004,NADH,Oxidoreductase (hydride transfer),rn:R08945,ec:1.1.1.62,hsa:8630,8630
C00004,NADH,Oxidoreductase (hydride transfer),rn:R09920,ec:1.1.1.145,hsa:3283,3283
C00004,NADH,Oxidoreductase (hydride transfer),rn:R09920,ec:1.1.1.145,hsa:3284,3284
C00004,NADH,Oxidoreductase (hydride transfer),rn:R09920,ec:5.3.3.1,hsa:3283,3283
C00004,NADH,Oxidoreductase (hydride transfer),rn:R09920,ec:5.3.3.1,hsa:3284,3284
C00004,NADH,Oxidoreductase (hydride transfer),rn:R09956,ec:1.1.1.51,hsa:340811,340811
C00004,NADH,Oxidoreductase (hydride transfer),rn:R09956,ec:1.1.1.51,hsa:8644,8644
C00004,NADH,Oxidoreductase (hydride transfer),rn:R09957,ec:1.1.1.51,hsa:340811,340811
C00004,NADH,Oxidoreductase (hydride transfer),rn:R09957,ec:1.1.1.51,hsa:8644,8644
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10221,ec:1.1.1.343,hsa:5226,5226
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10422,ec:1.1.1.213,hsa:1646,1646
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10422,ec:1.1.1.213,hsa:340811,340811
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10422,ec:1.1.1.213,hsa:8644,8644
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10422,ec:1.1.1.357,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10422,ec:1.1.1.357,hsa:1645,1645
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10422,ec:1.1.1.357,hsa:1646,1646
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10422,ec:1.1.1.357,hsa:340811,340811
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10422,ec:1.1.1.357,hsa:8644,8644
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10422,ec:1.1.1.50,hsa:1109,1109
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10520,ec:1.1.1.363,hsa:2539,2539
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10783,ec:1.1.1.1,hsa:124,124
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10783,ec:1.1.1.1,hsa:125,125
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10783,ec:1.1.1.1,hsa:126,126
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10783,ec:1.1.1.1,hsa:127,127
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10783,ec:1.1.1.1,hsa:128,128
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10783,ec:1.1.1.1,hsa:130,130
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10783,ec:1.1.1.1,hsa:131,131
C00004,NADH,Oxidoreductase (hydride transfer),rn:R10907,ec:1.1.1.363,hsa:2539,2539
C00004,NADH,Oxidoreductase (hydride transfer),rn:R11104,ec:3.6.1.22,hsa:25961,25961
C00004,NADH,Oxidoreductase (hydride transfer),rn:R11104,ec:3.6.1.22,hsa:83594,83594
C00004,NADH,Oxidoreductase (hydride transfer),rn:R11231,ec:1.2.1.31,hsa:501,501
C00004,NADH,Oxidoreductase (hydride transfer),rn:R11337,ec:1.1.1.399,hsa:26227,26227
C00004,NADH,Oxidoreductase (hydride transfer),rn:R11945,ec:7.1.1.2,hsa:374291,374291
C00004,NADH,Oxidoreductase (hydride transfer),rn:R11945,ec:7.1.1.2,hsa:4535,4535
C00004,NADH,Oxidoreductase (hydride transfer),rn:R11945,ec:7.1.1.2,hsa:4536,4536
